key_mlbam,full_name,name_no_accent,birth_date,pro_played_first,fg_link,bbref_register_link
670712,Mike Brosseau,Mike Brosseau,1994-03-15,2016,http://www.fangraphs.com/statss.aspx?playerid=19683,https://www.baseball-reference.com/register/player.fcgi?id=brosse000mik
571521,Rex Brothers,Rex Brothers,1987-12-18,2009,http://www.fangraphs.com/statss.aspx?playerid=9794,https://www.baseball-reference.com/register/player.fcgi?id=brothe001rex
606939,Aaron Brown,Aaron Brown,1992-06-20,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-002aar
669153,Andrew Brown,Andrew Brown,1997-10-24,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-007and
676962,Ben Brown,Ben Brown,1999-09-09,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-009ben
668822,Blake Brown,Blake Brown,1998-08-18,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-004bla
686613,Hunter Brown,Hunter Brown,1998-08-29,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-003hun
682204,Logan Brown,Logan Brown,1996-09-14,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-002log
664913,Seth Brown,Seth Brown,1992-07-13,2015,http://www.fangraphs.com/statss.aspx?playerid=18171,https://www.baseball-reference.com/register/player.fcgi?id=brown-002set
689571,Spencer Brown,Spencer Brown,1999-07-14,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-002spe
675973,Tyler Brown,Tyler Brown,1998-10-02,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brown-010tyl
542979,Keon Broxton,Keon Broxton,1990-05-07,2009,http://www.fangraphs.com/statss.aspx?playerid=9253,https://www.baseball-reference.com/register/player.fcgi?id=broxto001keo
664141,JT Brubaker,JT Brubaker,1993-11-17,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brubak000jt-
457803,Jay Bruce,Jay Bruce,1987-04-03,2005,http://www.fangraphs.com/statss.aspx?playerid=9892,https://www.baseball-reference.com/register/player.fcgi?id=bruce-001jay
595144,Jaycob Brugman,Jaycob Brugman,1992-01-18,2013,http://www.fangraphs.com/statss.aspx?playerid=14936,https://www.baseball-reference.com/register/player.fcgi?id=brugma002jay
677865,Justin Bruihl,Justin Bruihl,1997-06-26,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bruihl000jus
660644,Vidal Brujan,Vidal Brujan,1998-02-09,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brujan000vid
676370,Chad Bryant,Chad Bryant,1999-08-03,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bryant003cha
670193,Garrison Bryant,Garrison Bryant,1998-12-03,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bryant003gar
592178,Kris Bryant,Kris Bryant,1992-01-04,2013,http://www.fangraphs.com/statss.aspx?playerid=15429,https://www.baseball-reference.com/register/player.fcgi?id=bryant001kri
687926,Zach Bryant,Zach Bryant,1998-06-05,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bryant002zac
694350,Zach Brzykcy,Zach Brzykcy,1999-07-12,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=brzykc000zac
663460,Kris Bubic,Kris Bubic,1997-08-19,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bubic-000kri
571527,David Buchanan,David Buchanan,1989-05-11,2010,http://www.fangraphs.com/statss.aspx?playerid=11176,https://www.baseball-reference.com/register/player.fcgi?id=buchan001dav
689750,Jacob Buchberger,Jacob Buchberger,1997-10-01,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=buchbe000jac
488748,Ryan Buchter,Ryan Buchter,1987-02-13,2006,http://www.fangraphs.com/statss.aspx?playerid=9456,https://www.baseball-reference.com/register/player.fcgi?id=buchte001rya
621111,Walker Buehler,Walker Buehler,1994-07-28,2016,http://www.fangraphs.com/statss.aspx?playerid=19374,https://www.baseball-reference.com/register/player.fcgi?id=buehle000wal
683454,Brayan Buelvas,Brayan Buelvas,2002-06-08,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=buelva000bra
641416,Hever Bueno,Hever Bueno,1994-11-23,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bueno-000hev
643239,Parker Bugg,Parker Bugg,1994-10-26,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bugg--000par
656266,J. B. Bukauskas,J. B. Bukauskas,1996-10-11,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bukaus000jb-
668908,Justin Bullock,Justin Bullock,1999-05-12,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bulloc000jus
518516,Madison Bumgarner,Madison Bumgarner,1989-08-01,2008,http://www.fangraphs.com/statss.aspx?playerid=5524,https://www.baseball-reference.com/register/player.fcgi?id=bumgar001mad
607481,Aaron Bummer,Aaron Bummer,1993-09-21,2014,http://www.fangraphs.com/statss.aspx?playerid=16258,https://www.baseball-reference.com/register/player.fcgi?id=bummer000aar
605164,Dylan Bundy,Dylan Bundy,1992-11-15,2012,http://www.fangraphs.com/statss.aspx?playerid=12917,https://www.baseball-reference.com/register/player.fcgi?id=bundy-000dyl
685298,Cade Bunnell,Cade Bunnell,1997-05-14,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bunnel000cad
688552,Matt Burch,Matt Burch,1997-12-13,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burch-002mat
688889,Tyler Burch,Tyler Burch,1997-09-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burch-000tyl
664883,Scott Burcham,Scott Burcham,1993-06-17,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burcha000sco
641420,Zack Burdi,Zack Burdi,1995-03-09,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burdi-000zac
680814,Peyton Burdick,Peyton Burdick,1997-02-26,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burdic000pey
669394,Jake Burger,Jake Burger,1996-04-10,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burger000jak
670253,Brent Burgess,Brent Burgess,1997-05-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burges001bre
688921,Chris Burgess,Chris Burgess,1997-05-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burges003chr
678419,Diowill Burgos,Diowill Burgos,2001-01-29,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burgos001dio
678521,Chris Burke,Chris Burke,2001-08-16,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burke-004chr
690319,Jeremiah Burke,Jeremiah Burke,1998-05-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burke-000jer
676475,Alec Burleson,Alec Burleson,1998-11-25,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burles000ale
669203,Corbin Burnes,Corbin Burnes,1994-10-22,2016,http://www.fangraphs.com/statss.aspx?playerid=19361,https://www.baseball-reference.com/register/player.fcgi?id=burnes000cor
542992,Andy Burns,Andy Burns,1990-08-07,2011,http://www.fangraphs.com/statss.aspx?playerid=12779,https://www.baseball-reference.com/register/player.fcgi?id=burns-001and
669142,Tanner Burns,Tanner Burns,1998-12-28,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burns-001tan
621114,Ryan Burr,Ryan Burr,1994-05-28,2015,http://www.fangraphs.com/statss.aspx?playerid=17536,https://www.baseball-reference.com/register/player.fcgi?id=burr--000rya
663366,Beau Burrows,Beau Burrows,1996-09-18,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burrow000bea
681347,Michael Burrows,Michael Burrows,1999-11-08,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burrow002mic
641425,Thomas Burrows,Thomas Burrows,1994-09-14,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burrow002tho
661733,Max Burt,Max Burt,1996-08-28,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=burt--000max
656275,Dylan Busby,Dylan Busby,1995-11-28,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=busby-000dyl
683737,Michael Busch,Michael Busch,1997-11-09,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic
641427,Alan Busenitz,Alan Busenitz,1990-08-22,2013,http://www.fangraphs.com/statss.aspx?playerid=15239,https://www.baseball-reference.com/register/player.fcgi?id=buseni000ala
675789,Bryce Bush,Bryce Bush,1999-12-14,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bush--001bry
456713,Matt Bush,Matt Bush,1986-02-08,2004,http://www.fangraphs.com/statss.aspx?playerid=1246,https://www.baseball-reference.com/register/player.fcgi?id=bush--001mat
663876,Nick Bush,Nick Bush,1996-08-23,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=bush--000nic
460077,Drew Butera,Drew Butera,1983-08-09,2005,http://www.fangraphs.com/statss.aspx?playerid=3411,https://www.baseball-reference.com/register/player.fcgi?id=butera001and
656279,Hansen Butler,Hansen Butler,1995-10-30,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=butler000han
671732,Lawrence Butler,Lawrence Butler,2000-07-10,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=butler000law
676130,Jose Butto,Jose Butto,1998-03-19,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=butto-000jos
621439,Byron Buxton,Byron Buxton,1993-12-18,2012,http://www.fangraphs.com/statss.aspx?playerid=14161,https://www.baseball-reference.com/register/player.fcgi?id=buxton000byr
656282,Grayson Byrd,Grayson Byrd,1996-06-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=byrd--000gra
680758,Mike Byrne,Mike Byrne,1997-04-16,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=byrne-003mic
663550,Trey Cabbage,Trey Cabbage,1997-05-03,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabbag000tre
679737,Antonio Cabello,Antonio Cabello,2000-11-01,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabell001ant
663716,Andrew Cabezas,Andrew Cabezas,1996-12-05,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabeza000and
641431,Edgar Cabral,Edgar Cabral,1995-09-12,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabral000edg
452678,Asdrubal Cabrera,Asdrubal Cabrera,1985-11-13,2004,http://www.fangraphs.com/statss.aspx?playerid=4962,https://www.baseball-reference.com/register/player.fcgi?id=cabrer001asd
668667,Daniel Cabrera,Daniel Cabrera,1998-09-05,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabrer002dan
650893,Genesis Cabrera,Genesis Cabrera,1996-10-10,2014,http://www.fangraphs.com/statss.aspx?playerid=17490,https://www.baseball-reference.com/register/player.fcgi?id=cabrer000gen
678922,Jeisson Cabrera,Jeisson Cabrera,1998-09-05,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabrer000jei
660659,Leobaldo Cabrera,Leobaldo Cabrera,1998-01-21,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabrer002leo
408234,Miguel Cabrera,Miguel Cabrera,1983-04-18,2000,http://www.fangraphs.com/statss.aspx?playerid=1744,https://www.baseball-reference.com/register/player.fcgi?id=cabrer003jos
665828,Oswaldo Cabrera,Oswaldo Cabrera,1999-03-01,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cabrer000osw
680983,Kelvin Caceres,Kelvin Caceres,2000-01-26,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cacere000kel
502239,Trevor Cahill,Trevor Cahill,1988-03-01,2006,http://www.fangraphs.com/statss.aspx?playerid=6249,https://www.baseball-reference.com/register/player.fcgi?id=cahill001tre
456715,Lorenzo Cain,Lorenzo Cain,1986-04-13,2005,http://www.fangraphs.com/statss.aspx?playerid=9077,https://www.baseball-reference.com/register/player.fcgi?id=cain--001lor
686551,Christian Cairo,Christian Cairo,2001-06-11,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cairo-000chr
682079,Chase Calabuig,Chase Calabuig,1995-12-10,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=calabu000cha
594777,Kole Calhoun,Kole Calhoun,1987-10-14,2010,http://www.fangraphs.com/statss.aspx?playerid=11200,https://www.baseball-reference.com/register/player.fcgi?id=calhou001kol
641432,Willie Calhoun,Willie Calhoun,1994-11-04,2015,http://www.fangraphs.com/statss.aspx?playerid=17838,https://www.baseball-reference.com/register/player.fcgi?id=calhou003wil
669743,Alex Call,Alex Call,1994-09-27,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=call--000ale
682997,Tyler Callihan,Tyler Callihan,2000-06-22,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=callih000tyl
663971,Blair Calvo,Blair Calvo,1996-02-27,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=calvo-000bla
547176,Dan Camarena,Dan Camarena,1992-11-09,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=camare000dan
665856,Jair Camargo,Jair Camargo,1999-07-01,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=camarg000jai
622666,Johan Camargo,Johan Camargo,1993-12-13,2012,http://www.fangraphs.com/statss.aspx?playerid=14950,https://www.baseball-reference.com/register/player.fcgi?id=camarg000joh
682656,Sergio Campana,Sergio Campana,2002-03-29,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campan000ser
686601,Drew Campbell,Drew Campbell,1997-11-10,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campbe001dre
668929,Noah Campbell,Noah Campbell,1999-06-06,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campbe000noa
669294,Paul Campbell,Paul Campbell,1995-07-26,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campbe005pau
672569,Gustavo Campero,Gustavo Campero,1997-09-20,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=camper000gus
668560,Yeizo Campos,Yeizo Campos,1996-04-29,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campos000yei
669134,Luis Campusano,Luis Campusano,1998-09-29,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=campus002lui
672744,Alexander Canario,Alexander Canario,2000-05-07,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=canari000ale
663708,Gabriel Cancel,Gabriel Cancel,1996-12-08,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cancel000gab
600869,Jeimer Candelario,Jeimer Candelario,1993-11-24,2011,http://www.fangraphs.com/statss.aspx?playerid=13621,https://www.baseball-reference.com/register/player.fcgi?id=candel000jei
622541,Malquin Canelo,Malquin Canelo,1994-09-05,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=canelo000mal
592192,Mark Canha,Mark Canha,1989-02-15,2010,http://www.fangraphs.com/statss.aspx?playerid=11445,https://www.baseball-reference.com/register/player.fcgi?id=canha-001mar
663561,Gage Canning,Gage Canning,1997-04-23,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cannin000gag
656288,Griffin Canning,Griffin Canning,1996-05-11,2018,http://www.fangraphs.com/statss.aspx?playerid=19867,https://www.baseball-reference.com/register/player.fcgi?id=cannin000gri
669069,Cameron Cannon,Cameron Cannon,1997-10-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cannon000cam
679779,Jordan Cannon,Jordan Cannon,1996-11-28,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cannon000jor
666974,Yennier Cano,Yennier Cano,1994-03-09,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cano--000yun
681147,Jacob Cantleberry,Jacob Cantleberry,1997-08-08,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cantle000jac
676463,Hayden Cantrelle,Hayden Cantrelle,1998-11-25,2020,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=cantre000hay
686527,Dominic Canzone,Dominic Canzone,1997-08-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=canzon000dom
668843,Conner Capel,Conner Capel,1997-05-19,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=capel-000con
672611,Delvin Capellan,Delvin Capellan,1998-12-06,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=capell000del
681962,Vinny Capra,Vinny Capra,1996-07-07,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=capra-001vin
674178,Parker Caracci,Parker Caracci,1996-09-13,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=caracc000par
605170,Victor Caratini,Victor Caratini,1993-08-17,2013,http://www.fangraphs.com/statss.aspx?playerid=14968,https://www.baseball-reference.com/register/player.fcgi?id=carati000vic
665180,Ruben Cardenas,Ruben Cardenas,1997-10-10,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carden000rub
641438,Shane Carle,Shane Carle,1991-08-30,2013,http://www.fangraphs.com/statss.aspx?playerid=15258,https://www.baseball-reference.com/register/player.fcgi?id=carle-001sha
666185,Dylan Carlson,Dylan Carlson,1998-10-23,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carlso000dyl
672277,Sam Carlson,Sam Carlson,1998-12-03,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carlso000sam
656290,Drew Carlton,Drew Carlton,1995-09-08,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carlto000dre
681481,Kerry Carpenter,Kerry Carpenter,1997-09-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carpen000ker
572761,Matt Carpenter,Matt Carpenter,1985-11-26,2009,http://www.fangraphs.com/statss.aspx?playerid=8090,https://www.baseball-reference.com/register/player.fcgi?id=carpen002mat
543001,Ryan Carpenter,Ryan Carpenter,1990-08-22,2011,http://www.fangraphs.com/statss.aspx?playerid=12699,https://www.baseball-reference.com/register/player.fcgi?id=carpen001rya
650700,Luis Carpio,Luis Carpio,1997-07-11,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carpio000lui
682130,Tyler Carr,Tyler Carr,1996-05-01,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carr--000tyl
663614,Isaiah Carranza,Isaiah Carranza,1997-03-02,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carran000isa
666779,Dennicher Carrasco,Dennicher Carrasco,1995-10-12,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carras000den
672693,Martin Carrasco,Martin Carrasco,1999-11-22,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carras002mar
693310,Burl Carraway,Burl Carraway,1999-05-27,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carraw000bur
666627,Faustino Carrera,Faustino Carrera,1999-03-09,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carrer000fau
672629,Gerardo Carrillo,Gerardo Carrillo,1998-09-13,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carril000ger
606944,Cody Carroll,Cody Carroll,1992-10-15,2015,http://www.fangraphs.com/statss.aspx?playerid=17664,https://www.baseball-reference.com/register/player.fcgi?id=carrol000cod
682998,Corbin Carroll,Corbin Carroll,2000-08-21,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carrol000cor
694497,Evan Carter,Evan Carter,2002-08-29,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carter000eva
663579,Willie Carter,Willie Carter,1997-04-08,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=carter011wil
592200,Curt Casali,Curt Casali,1988-11-09,2011,http://www.fangraphs.com/statss.aspx?playerid=12510,https://www.baseball-reference.com/register/player.fcgi?id=casali000cur
670196,Jean Casanova,Jean Casanova,1997-03-04,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casano000jea
671213,Triston Casas,Triston Casas,2000-01-15,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casas-000tri
681902,Brad Case,Brad Case,1996-09-13,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=case--000bra
687453,Chandler Casey,Chandler Casey,1996-05-30,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casey-002ste
656297,Derek Casey,Derek Casey,1996-02-15,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casey-000der
661541,Donovan Casey,Donovan Casey,1996-02-23,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casey-000don
691829,Jiorgeny Casimiri,Jiorgeny Casimiri,2001-07-12,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=casimi000jio
688341,Dylan Castaneda,Dylan Castaneda,2001-07-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castan000dyl
674810,Victor Castaneda,Victor Castaneda,1998-08-27,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castan000vic
641447,Daniel Castano,Daniel Castano,1994-09-17,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castan000dan
592205,Ryan Casteel,Ryan Casteel,1991-06-06,2010,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castee001rya
624418,Ryan Castellani,Ryan Castellani,1996-04-01,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castel002rya
613546,Angelo Castellano,Angelo Castellano,1995-01-13,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castel000ang
592206,Nick Castellanos,Nick Castellanos,1992-03-04,2010,http://www.fangraphs.com/statss.aspx?playerid=11737,https://www.baseball-reference.com/register/player.fcgi?id=castel002nic
665776,Pedro Castellanos,Pedro Castellanos,1997-12-11,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castel002ped
542419,Ali Castillo,Ali Castillo,1989-06-19,2008,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castil001ali
678697,Daniel Castillo,Daniel Castillo,2001-01-25,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castil006dan
660636,Diego Castillo,Diego Castillo,1997-10-28,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castil001die
650895,Diego Castillo,Diego Castillo,1994-01-18,2014,http://www.fangraphs.com/statss.aspx?playerid=17496,https://www.baseball-reference.com/register/player.fcgi?id=castil000die
602080,Erick Castillo,Erick Castillo,1993-02-25,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castil000eri
622668,Ivan Castillo,Ivan Castillo,1995-05-30,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=castil000---
